Company,GL Level 02,GL Level 03,GL Level 04,GL Level 05,GL Level 06,Income Balance,Posting Date,Budget,Budget Reverse Sign,Budget Variance,Budget Variance Reverse Sign,Amount,Amount Reverse Sign,Amount LY,Amount LY Reverse Sign,Amount Variance,Amount Variance Reverse Sign,Balance,Balance Reverse Sign,Balance LY,Balance LY Reverse,Balance Variance,Balance Variance Reverse Sign,Closing Entry,Quarter
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2018 00:00,109148,-109148,-109148,109148,,,,,,,,,,,,,Closing Entry,2018 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2018 00:00,109148,-109148,10795,-10795,119943,-119943,114899,-114899,5044,-5044,3252555,-3252555,2010484,-2010484,1242071,-1242071,Regular Entry,2018 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2018 00:00,109148,-109148,-109148,109148,,,,,,,,,,,,,Unknown,2018 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2018 00:00,112393,-112393,-112393,112393,,,,,,,,,,,,,Closing Entry,2018 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2018 00:00,112393,-112393,2294,-2294,114687,-114687,100381,-100381,14306,-14306,3367242,-3367242,2110865,-2110865,1256376,-1256376,Regular Entry,2018 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2018 00:00,112393,-112393,-112393,112393,,,,,,,,,,,,,Unknown,2018 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2018 00:00,100599,-100599,-100599,100599,,,,,,,,,,,,,Closing Entry,2018 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2018 00:00,100599,-100599,16377,-16377,116976,-116976,94729,-94729,22247,-22247,3484218,-3484218,2205594,-2205594,1278623,-1278623,Regular Entry,2018 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2018 00:00,100599,-100599,-100599,100599,,,,,,,,,,,,,Unknown,2018 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2018 00:00,127789,-127789,-127789,127789,,,,,,,,,,,,,Closing Entry,2018 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2018 00:00,127789,-127789,1291,-1291,129080,-129080,100734,-100734,28346,-28346,3613298,-3613298,2306329,-2306329,1306969,-1306969,Regular Entry,2018 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2018 00:00,127789,-127789,-127789,127789,,,,,,,,,,,,,Unknown,2018 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2018 00:00,133601,-133601,-133601,133601,,,,,,,,,,,,,Closing Entry,2018 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2018 00:00,133601,-133601,8528,-8528,142129,-142129,99059,-99059,43070,-43070,3755427,-3755427,2405388,-2405388,1350039,-1350039,Regular Entry,2018 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2018 00:00,133601,-133601,-133601,133601,,,,,,,,,,,,,Unknown,2018 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2018 00:00,147150,-147150,-147150,147150,,,,,,,,,,,,,Closing Entry,2018 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2018 00:00,147150,-147150,-1457,1457,145694,-145694,107474,-107474,38219,-38219,3901121,-3901121,2512862,-2512862,1388258,-1388258,Regular Entry,2018 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2018 00:00,147150,-147150,-147150,147150,,,,,,,,,,,,,Unknown,2018 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2019 00:00,141493,-141493,-141493,141493,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2019 00:00,141493,-141493,-1401,1401,140092,-140092,102585,-102585,37506,-37506,4041212,-4041212,2615447,-2615447,1425765,-1425765,Regular Entry,2019 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2019 00:00,141493,-141493,-141493,141493,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2019 00:00,136047,-136047,-136047,136047,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2019 00:00,136047,-136047,1374,-1374,137421,-137421,94002,-94002,43419,-43419,4178633,-4178633,2709449,-2709449,1469184,-1469184,Regular Entry,2019 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2019 00:00,136047,-136047,-136047,136047,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2019 00:00,142000,-142000,-142000,142000,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2019 00:00,142000,-142000,0,0,142000,-142000,89925,-89925,52075,-52075,4320633,-4320633,2799374,-2799374,1521259,-1521259,Regular Entry,2019 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2019 00:00,142000,-142000,-142000,142000,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2019 00:00,166570,-166570,-166570,166570,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2019 00:00,166570,-166570,-3266,3266,163304,-163304,103901,-103901,59403,-59403,4483937,-4483937,2903275,-2903275,1580662,-1580662,Regular Entry,2019 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2019 00:00,166570,-166570,-166570,166570,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2019 00:00,145447,-145447,-145447,145447,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2019 00:00,145447,-145447,21733,-21733,167181,-167181,103965,-103965,63216,-63216,4651118,-4651118,3007240,-3007240,1643877,-1643877,Regular Entry,2019 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2019 00:00,145447,-145447,-145447,145447,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2019 00:00,170072,-170072,-170072,170072,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2019 00:00,170072,-170072,18897,-18897,188969,-188969,125372,-125372,63597,-63597,4840087,-4840087,3132612,-3132612,1707474,-1707474,Regular Entry,2019 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2019 00:00,170072,-170072,-170072,170072,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2019 00:00,111999,-111999,-111999,111999,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2019 00:00,111999,-111999,19765,-19765,131763,-131763,119943,-119943,11821,-11821,4971850,-4971850,3252555,-3252555,1719295,-1719295,Regular Entry,2019 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2019 00:00,111999,-111999,-111999,111999,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2019 00:00,118029,-118029,-118029,118029,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2019 00:00,118029,-118029,4918,-4918,122947,-122947,114687,-114687,8260,-8260,5094797,-5094797,3367242,-3367242,1727555,-1727555,Regular Entry,2019 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2019 00:00,118029,-118029,-118029,118029,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2019 00:00,105867,-105867,-105867,105867,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2019 00:00,105867,-105867,20165,-20165,126032,-126032,116976,-116976,9056,-9056,5220829,-5220829,3484218,-3484218,1736611,-1736611,Regular Entry,2019 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2019 00:00,105867,-105867,-105867,105867,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2019 00:00,139740,-139740,-139740,139740,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2019 00:00,139740,-139740,0,0,139740,-139740,129080,-129080,10660,-10660,5360568,-5360568,3613298,-3613298,1747270,-1747270,Regular Entry,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2019 00:00,139740,-139740,-139740,139740,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2019 00:00,149429,-149429,-149429,149429,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2019 00:00,149429,-149429,12994,-12994,162423,-162423,142129,-142129,20294,-20294,5522991,-5522991,3755427,-3755427,1767564,-1767564,Regular Entry,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2019 00:00,149429,-149429,-149429,149429,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2019 00:00,164946,-164946,-164946,164946,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2019 00:00,164946,-164946,-3234,3234,161711,-161711,145694,-145694,16018,-16018,5684702,-5684702,3901121,-3901121,1783582,-1783582,Regular Entry,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2019 00:00,164946,-164946,-164946,164946,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2020 00:00,140705,-140705,-140705,140705,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2020 00:00,140705,-140705,7406,-7406,148110,-148110,140092,-140092,8019,-8019,5832813,-5832813,4041212,-4041212,1791601,-1791601,Regular Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/01/2020 00:00,140705,-140705,-140705,140705,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2020 00:00,140420,-140420,-140420,140420,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2020 00:00,140420,-140420,5851,-5851,146270,-146270,137421,-137421,8850,-8850,5979083,-5979083,4178633,-4178633,1800450,-1800450,Regular Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/02/2020 00:00,140420,-140420,-140420,140420,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2020 00:00,134816,-134816,-134816,134816,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2020 00:00,134816,-134816,8605,-8605,143421,-143421,142000,-142000,1421,-1421,6122505,-6122505,4320633,-4320633,1801872,-1801872,Regular Entry,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/03/2020 00:00,134816,-134816,-134816,134816,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2020 00:00,139757,-139757,-139757,139757,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2020 00:00,139757,-139757,30678,-30678,170436,-170436,163304,-163304,7131,-7131,6292940,-6292940,4483937,-4483937,1809003,-1809003,Regular Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/04/2020 00:00,139757,-139757,-139757,139757,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2020 00:00,139982,-139982,-139982,139982,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2020 00:00,139982,-139982,15554,-15554,155535,-155535,167181,-167181,-11646,11646,6448475,-6448475,4651118,-4651118,1797358,-1797358,Regular Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/05/2020 00:00,139982,-139982,-139982,139982,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2020 00:00,166791,-166791,-166791,166791,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2020 00:00,166791,-166791,16496,-16496,183287,-183287,188969,-188969,-5682,5682,6631762,-6631762,4840087,-4840087,1791675,-1791675,Regular Entry,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/06/2020 00:00,166791,-166791,-166791,166791,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2020 00:00,121228,-121228,-121228,121228,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2020 00:00,121228,-121228,11990,-11990,133217,-133217,131763,-131763,1454,-1454,6764979,-6764979,4971850,-4971850,1793129,-1793129,Regular Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/07/2020 00:00,121228,-121228,-121228,121228,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2020 00:00,128438,-128438,-128438,128438,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2020 00:00,128438,-128438,-3741,3741,124697,-124697,122947,-122947,1751,-1751,6889676,-6889676,5094797,-5094797,1794880,-1794880,Regular Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/08/2020 00:00,128438,-128438,-128438,128438,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2020 00:00,123336,-123336,-123336,123336,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2020 00:00,123336,-123336,12198,-12198,135534,-135534,126032,-126032,9502,-9502,7025210,-7025210,5220829,-5220829,1804382,-1804382,Regular Entry,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/09/2020 00:00,123336,-123336,-123336,123336,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2020 00:00,137052,-137052,-137052,137052,,,,,,,,,,,,,Closing Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2020 00:00,137052,-137052,16939,-16939,153991,-153991,139740,-139740,14251,-14251,7179201,-7179201,5360568,-5360568,1818633,-1818633,Regular Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/10/2020 00:00,137052,-137052,-137052,137052,,,,,,,,,,,,,Unknown,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2020 00:00,140015,-140015,-140015,140015,,,,,,,,,,,,,Closing Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2020 00:00,140015,-140015,26670,-26670,166685,-166685,162423,-162423,4262,-4262,7345886,-7345886,5522991,-5522991,1822895,-1822895,Regular Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/11/2020 00:00,140015,-140015,-140015,140015,,,,,,,,,,,,,Unknown,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2020 00:00,131537,-131537,-131537,131537,,,,,,,,,,,,,Closing Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2020 00:00,131537,-131537,-5059,5059,126478,-126478,161711,-161711,-35234,35234,7472364,-7472364,5684702,-5684702,1787662,-1787662,Regular Entry,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62100 - Wages,,,Income Statement,01/12/2020 00:00,131537,-131537,-131537,131537,,,,,,,,,,,,,Unknown,2020 Q4
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,,,,,,,,469016,-469016,-469016,469016,23602289,-23602289,18410376,-18410376,5191913,-5191913,Regular Entry,Unknown
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/01/2016 00:00,254854,-254854,-254854,254854,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/01/2016 00:00,254854,-254854,5201,-5201,260055,-260055,,,260055,-260055,260055,-260055,,,260055,-260055,Regular Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/01/2016 00:00,254854,-254854,-254854,254854,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/02/2016 00:00,318513,-318513,-318513,318513,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/02/2016 00:00,318513,-318513,-43933,43933,274580,-274580,,,274580,-274580,534635,-534635,,,534635,-534635,Regular Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/02/2016 00:00,318513,-318513,-318513,318513,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/03/2016 00:00,303490,-303490,-303490,303490,,,,,,,,,,,,,Closing Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/03/2016 00:00,303490,-303490,0,0,303490,-303490,,,303490,-303490,838124,-838124,,,838124,-838124,Regular Entry,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/03/2016 00:00,303490,-303490,-303490,303490,,,,,,,,,,,,,Unknown,2016 Q1
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/04/2016 00:00,352487,-352487,-352487,352487,,,,,,,,,,,,,Closing Entry,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/04/2016 00:00,352487,-352487,-65912,65912,286575,-286575,,,286575,-286575,1124700,-1124700,,,1124700,-1124700,Regular Entry,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/04/2016 00:00,352487,-352487,-352487,352487,,,,,,,,,,,,,Unknown,2016 Q2
CRONUS JetCorp USA,Operating Expenses,Personnel Expenses,62200 - Salaries,,,Income Statement,01/05/2016 00:00,367482,-367482,-367482,367482,,,,,,,,,,,,,Closing Entry,2016 Q2
